emp_ID,emp_Name,emp_Size
1307480,CureVac,51-200
2366901,Intepeople,1-50
479500,Coanda Research & Development,1-50
333508,Monster Energy,1001-5000
2259289,ZettaMine Labs,1-50
1563586,TriState Technology,51-200
2850162,Zoop,51-200
3072041,HSPRO,-1-0
2160601,Biosphere Clinical Research,1-50
1191594,Otti & Partner,-1-0
12879,MEDION,1001-5000
2092098,Digital Skills Solutions,1-50
674360,Arcurve,51-200
452928,Squires Resources,1-50
2144643,Jackpotjoy,201-500
1126028,ALTELIOS TECHNOLOGY,201-500
3019754,Streamhub,-1-0
1488854,Modulr,51-200
458411,DORIS Engineering,201-500
2691689,Schenker,-1-0
804208,Lumenpulse Lighting,501-1000
688313,Heathrow Airport,5001-10000
1320553,NIKA Solutions,201-500
2214580,Avanos,1001-5000
913195,TED Recruitment,1-50
1163125,The Edge Property,51-200
2066996,Avrij,1-50
2996563,couniq consulting,-1-0
2393954,E8,1-50
952321,Aqipa,1-50
1127123,BIOGARAN,201-500
1508463,X-ELIO,51-200
254092,Box,1001-5000
574703,Louis Dreyfus Company,10000--1
969972,Domino Data Lab,51-200
868527,Gruppo Euris,201-500
2138583,Recruitment Matters,1-50
772512,VeloCloud,201-500
2192790,Zamil Food Industries,51-200
485504,NetWeb,201-500
2445611,Air Agents,1-50
1938594,Tactile,51-200
100420,Allyis,201-500
268793,Bridge Business Group,1-50
2989815,BrandPremiums,-1-0
10785,Lavazza,1001-5000
665181,Ardagh Group,10000--1
2127834,Teemo,51-200
917743,HappyFunCorp,51-200
1691330,DTSB Technologies,1-50
641704,Prismas,51-200
20984,GlobalWorks,1-50
2914574,virtual7,51-200
1481709,SES-Imagotag,201-500
7716,Adnoc,1001-5000
2984482,RnB Partners,-1-0
2962291,Trevalco,-1-0
7146,Torstar,5001-10000
970,Organogenesis,501-1000
775632,LogiNext Solutions,51-200
231446,Great Eastern Life Assurance,1001-5000
2865783,Serialle Entrepreneurs,-1-0
2690309,Maersk Line,-1-0
26595,Coverys,201-500
434882,Utopia,201-500
2986503,Jubna,-1-0
466993,GameHouse,51-200
40671,Oberbank,1001-5000
1099699,Voloridge Investment Management,51-200
2808031,Digesto,-1-0
590970,Diabsolut,51-200
539924,Working Smart,1-50
352361,Bendigo Bank,5001-10000
413244,Cromwell Group,51-200
3088622,Working Mexico Headhunter,1-50
944630,Acrontum,1-50
903902,eSalon,51-200
1393341,University Hospitals Birmingham NHS Trust Foundation,5001-10000
2703031,Mac Group,-1-0
1319024,Brenner&Company,1-50
2307834,Pak China Investment,1-50
2857613,ENGINITY,-1-0
716625,Hearsay Systems,51-200
10440,GEA Group,10000--1
1341623,Nomad Foods,1001-5000
15721,AVI-SPL,1001-5000
16233,Allegro MicroSystems,1001-5000
3065123,Esoptra,-1-0
1197224,BuSI,51-200
1092222,Qurious.Io,1-50
1140756,Learning Pool,51-200
870421,en world Group,51-200
424616,ITR Laboratories,51-200
846617,MAAF,5001-10000
17422,Sally Beauty,10000--1
1384658,Melty Cone,1-50
2091428,Security Research Labs,1-50
1553282,eFounders,1-50
1276241,Centre for Human Drug Research,201-500
1625255,Wing Road Company,51-200
554583,Sharjah,1001-5000
871059,Inventx,201-500
963946,Parity Professionals,51-200
1288182,teckpro,1-50
1412960,UKCloud,201-500
947390,Unique Personalservice,1001-5000
468476,FCT,501-1000
3037061,NUBELFON,-1-0
28507,Traditional Medicinals,201-500
285987,Brite Systems,51-200
277066,WorldAware,201-500
331912,BeyondTrust,501-1000
3062986,Doncour,-1-0
2608296,berg-it Projektdienstleistungen,-1-0
2123165,Whiteklay,1-50
7823,PCL Construction,1001-5000
1355342,AquaSecurity,51-200
569082,MatchPoint IT,201-500
711568,Disneyland Resort,5001-10000
1137358,VEDECOM,51-200
2911068,Creditdevice,-1-0
690111,EnCompass,51-200
631797,Screwfix,5001-10000
1311887,International Technology And Trade Associates,1-50
6959,BVLGARI,1001-5000
703820,Callisto Media,51-200
224341,DISYS,1001-5000
484995,GFI Digital,201-500
2301911,Anju Software,51-200
323315,Innovelocity BPM,1-50
2570792,ShipsFocus,1-50
2755577,IF,-1-0
3072189,JaGaApp,-1-0
533575,Flagship Pioneering,51-200
663413,JobScore,1-50
2538376,K211 Consulting,1-50
1102530,PrePayPower,51-200
323538,Computaris,201-500
795919,Populus Consultants,1-50
934498,Adp Gauselmann,1001-5000
3052,Abacus Technology,1001-5000
2997236,Bucher Trans,-1-0
1935050,First Recruitment Group,51-200
1061651,Technoton Sensor,1-50
1060066,IT Kontrakt,501-1000
1049853,Beyontec,51-200
263410,LaGarde,1-50
694208,Gemmo,1001-5000
1845827,Breo,51-200
2373519,Universal Augers,51-200
35409,Parkdean Holidays,51-200
268248,Commonwealth Care Alliance,1001-5000
1950622,TRIMANE,51-200
2901214,UCS Forest Group,51-200
1090374,AbaGada,1-50
735377,Ensil,1-50
2831721,Alos Empreendimentos Imobiliários,-1-0
2613617,TECMAN,-1-0
2375693,Tate Asia Partners,1-50
1373095,Medis medical imaging systems,51-200
994294,PennEngineering ,1001-5000
2814,Do it Best,1001-5000
1380888,Acapela Group,1-50
2885499,Smartpoint (France),51-200
2874577,SABA INDOMEDIKA,-1-0
2481635,SystemCare,1-50
2396628,Quilter,1001-5000
12321,IG,1001-5000
567018,Graduate Recruitment Bureau (GRB),51-200
1000317,Abilitec,51-200
1666417,Bismart,1-50
969326,OLIVER Agency,501-1000
247178,Integreon,1001-5000
363660,Major Players,51-200
682874,Redox,201-500
816327,Antares IT Solutions,1-50
591079,TVS,5001-10000
2157432,Galaxy Technology Hires,1-50
1861456,AllinCall Research and Solutions,1-50
694666,TERMINALFOUR,1-50
5851,Elavon,1001-5000
3026938,Sand Wisdom,-1-0
285377,Approgence,1-50
1152122,upGrad,201-500
30540,LoyaltyOne,1001-5000
685170,Aquila Consulting,1-50
2277197,Appsilon Data Science,1-50
546577,Mercedes-Benz International,10000--1
1867453,Step Ahead,1-50
1925258,63 moons technologies,501-1000
1189048,Liechtensteinische Landesbank,501-1000
1662777,Ilmuone Data,1-50
3038644,ML!PA Consulting,-1-0
2732303,Vantis (Mexico),201-500
2871431,bobz,-1-0
1534295,Blueshift,51-200
300494,Flipkart,10000--1
912651,Sodifrance,1001-5000
1030701,CPM,1-50
1313345,Finanz-DATA,51-200
1431576,Mersive,51-200
1074923,Incore-Cables,-1-0
646203,Quantum Surgical,1-50
470254,Cititec,51-200
935240,Signal Iduna,1001-5000
790448,Sryas,51-200
2855659,PT Graha Karya Informasi,-1-0
1340243,Telys ,1-50
951948,cosnova,501-1000
2263720,BlueRock Therapeutics,1-50
934132,TK,10000--1
2920367,xbird,1-50
3055095,Bijl & Reuser,-1-0
1483030,Transiris,51-200
2205410,Careship,1-50
2924774,Timely Appointment Software,51-200
2135415,Pakpobox,1-50
298743,Aujas,201-500
2958267,Conundra,-1-0
2068531,Joost IT,1-50
2611206,Mobiliteitscentrum regio West-Brabant,-1-0
296246,Efficient E-Solutions,1001-5000
232910,Wing It,1-50
3061423,Dextron,-1-0
1024378,Cogito,51-200
1107280,ekino,201-500
353829,SEC Recruitment,51-200
1610219,Llewelyn-Davies,51-200
586579,AEM,1001-5000
721549,FCS Careers,1-50
2895178,Polus Center for Social & Economic Development,-1-0
262061,Inland Business Systems,51-200
1279112,Velodyne LiDAR,501-1000
410096,Qualifacts Systems,201-500
2409639,Nozomi Networks,51-200
1611519,Datacloud Systems,1-50
214902,Robeco,1001-5000
1407999,Petcube,1-50
37512,McCann London,201-500
1624196,ByteDance,10000--1
2943016,CR8 Consultancy,-1-0
1052,Versar,201-500
2799127,Secretaria de Saúde do Paraná (SESA),-1-0
2014803,FInja,1-50
18735,Clariant North America,1001-5000
35889,River Island Clothing,10000--1
2799051,Hardt,-1-0
443697,Port of Antwerp,1001-5000
1975873,SoftIron,1-50
1332814,Kingfisher Bay Resort Group,51-200
2037834,Effitrac Solutions,51-200
402111,IMImobile,1001-5000
1198886,Rise People,51-200
1252930,Arterys,1-50
2897884,I-View,-1-0
2095436,Indica Labs,1-50
1335262,Mind Dragon Consultancy Firm,1-50
19836,Analytic Recruiting,1-50
1879122,Afferent Software,1-50
2456812,iS Software,51-200
2087064,Veoneer,5001-10000
880664,UCP of Central Florida,1-50
2461162,KRY,201-500
1829398,Contorion,51-200
2022205,24/7 International,201-500
1866118,Twilight Signs,1-50
1052672,Pop Science,1-50
2698341,Guardian Glass,-1-0
2106827,Ideamotive,1-50
463896,Thompson Rivers University,1001-5000
955100,Fit Analytics,1-50
1037853,Pepperi,51-200
751615,Plinga,51-200
1317320,Hostplus,201-500
2908525,Global Personal Partner,-1-0
289651,Boyle Software,1-50
2931697,ZAAX Consulting,-1-0
2693085,Retail Detail,-1-0
284127,Avenir Consulting,1-50
795005,Electus Recruitment Solutions,1-50
2152332,Arabesque ,1-50
1767162,Vidazoo,51-200
1012944,Urban,51-200
675711,VTech Electronics North America,10000--1
709884,UserTesting,201-500
2583597,Idego,1-50
1167830,IN Studio,1-50
7879,j2 Global,1001-5000
1083929,Strategic Employment Partners,51-200
2959838,MVS,-1-0
3071794,Inventiv IT,-1-0
581293,Ixigo.com,51-200
714516,Adweko Consulting,51-200
2558820,Buildable,1-50
2945471,EPSCom,-1-0
35812,Halfords,10000--1
477121,Delta Elevator,51-200
2977141,Innogea,-1-0
602945,AU,201-500
2662655,BBP - Brazilian Business Park,-1-0
734644,Marex Spectron,501-1000
1126021,ALTARES,201-500
2080808,ProPlacement,1-50
152869,Ford Motor Company (UK),1001-5000
1510134,Cerebri AI,51-200
12675,HIC,5001-10000
758164,Green Office Partner,1-50
2948517,VISDA TECHNOLOGIES,-1-0
347449,SurveyMonkey,1001-5000
1143464,Process Automation Solutions,501-1000
3013747,Yellow Star Solutions,-1-0
12812,Edipresse,1001-5000
3067511,Fantozzi & Associates,-1-0
2235624,Salve Software Services,1-50
733306,CANAL+ Cyfrowy,501-1000
1489762,FABAMAQ - Sistemas Informaticos,51-200
728677,Next Century,51-200
1488364,Red Cloud Wireless Voice and Data,1-50
936215,GALE Partners,201-500
14216,SHI International,1001-5000
1625559,InFarm,201-500
2945363,idalab,-1-0
1611559,GPC Asia Pacific,1001-5000
2901965,Kartenhaus Software,-1-0
1971958,Valiant Integrated Services,501-1000
2950458,Felison,-1-0
1398862,Derive Systems,51-200
2442064,Rebel (United Kingdom),1-50
2287876,Marc Ellis Employment Services,1-50
2213344,A&D Recruitment,1-50
1810258,Lobo HR,1-50
2871532,ENisco,-1-0
34920,Riverbed Technology,1001-5000
788805,Sinch,501-1000
3005585,Harvway,-1-0
24225,The Citadel,501-1000
2938564,PeopleInsight,-1-0
1483195,Entropik Tech,1-50
2923808,Shared Health (Canada),-1-0
2978001,FrontEdge IT,-1-0
658853,Electrix,-1-0
411006,Multi-Act Trade,51-200
1532669,Harris Interactive (France),51-200
373701,P&O Ferries,201-500
140298,TOTVS,10000--1
1121503,Traum Ferienwohnungen,51-200
1372271,Graphiques M&H,51-200
517128,eSales Technologies,51-200
262966,Kaseya,501-1000
30692,Emtec,501-1000
1391154,Adapt Worldwide,-1-0
471351,Simply Business,501-1000
2385129,IP-Tribe,1-50
2926533,Manometric,-1-0
3087021,Salamantex,-1-0
2874585,S5 Merkwaardige specialisten,-1-0
1389702,Izertis,201-500
2879644,Yaduka Real Estate.,-1-0
1763749,ExVivo Labs,1-50
2161588,FiveAI,51-200
2164119,MF Media India,1-50
5740,Sasol,10000--1
547989,Toyota Motor Europe,1001-5000
2944483,BAS Holding,501-1000
546322,KappAhl,5001-10000
1002464,Airolink International Construction,501-1000
1942,TSI Incorporated,501-1000
3092245,Invibes advertising,51-200
466328,Royal Building Products,1001-5000
6388,Gibraltar Life Insurance,5001-10000
2981623,Build People,-1-0
145950,Western Power,1001-5000
1081342,Bharathi Information Technologies,1-50
29275,Mphasis,10000--1
1034865,Mod Op,51-200
1174952,NexJ Health,1-50
2904604,SAGA Digital Studio,-1-0
26209,SchoolsFirst Federal Credit Union,1001-5000
14569,Combined Insurance,-1-0
798537,TeamViewer,501-1000
1421071,IronNet Cybersecurity,201-500
368746,Hinduja Global Solutions,10000--1
1503032,iBanFirst,51-200
1423291,FWG Solutions,51-200
801716,Zevas Communications,201-500
1185181,Grid Careers,1-50
1840722,Xideral,51-200
642773,Nexio Management,1-50
1145,Associated Banc-Corp,1001-5000
2040782,Hongkong United Dockyards,501-1000
2958212,ContextVision,-1-0
2699104,Grupo de Consultoría Empresarial,-1-0
2368113,Lifesight,1-50
2056996,Rock Content,201-500
402177,Stores Specialists,1001-5000
2555943,NFWare,1-50
2068806,4Log,1-50
1477570,Money View,201-500
1160263,HomeToGo,51-200
10439,MAN,10000--1
19569,Imageworks,501-1000
270126,DealerSocket,1001-5000
2600513,SILVERHAND,51-200
390036,Loro Piana,1001-5000
11666,Rocket Software,1001-5000
2415021,JBT (WI),-1-0
26319,Albert Heijn,10000--1
657604,HAECO,5001-10000
18099,Bendix,1001-5000
38263,Genomic Health,501-1000
865767,discoverygarden,1-50
879144,Marathon TS,51-200
598717,Inverto Digital Labs,51-200
2423712,IT-Planet,51-200
2855203,ICA Gruppen,10000--1
3022168,RN Consulting,-1-0
10080,L3 Technologies,10000--1
1063512,CKW,501-1000
2209413,Hysolate,1-50
3087417,RUNEXE SOLUTIONS,-1-0
2860317,Generali Versicherung,-1-0
2490411,DogHero,1-50
246405,Wenger Corporation,201-500
244093,Idaho Central Credit Union,1001-5000
2962599,Lianeo Real Estate,201-500
2994503,B2BEUROPE,-1-0
2864401,Comgy,-1-0
503740,MinterEllison,1001-5000
1104618,Actona,1001-5000
43340,SIA Engineering,1001-5000
910745,Rademaker,201-500
2029953,Munvo,51-200
564518,Spartoo.com,51-200
2165015,Compass Digital Labs,51-200
29892,Ascentis,201-500
609631,Angkasa Pura,201-500
2331876,B-612,1-50
1419784,Hanseatic Bank,201-500
1993736,Macnificos,1-50
2129373,Oaky,1-50
2997120,Da Vinci Derivatives,-1-0
682767,Cats Protection,1001-5000
15240,CARE (USA),5001-10000
2579222,Iris (ITALY),-1-0
2510173,Breathe Life,1-50
2220755,Locatee,1-50
1545226,Maf Roda,-1-0
2394823,CTL Recruitment & Consultation Service,1-50
13396,SimEx-Iwerks,51-200
1350746,Euthalia HR Solution,1-50
2990071,Comsof,-1-0
2083147,Continuum (Belgium),51-200
586175,Specialized Technical Services,201-500
2856866,Aplikacje Krytyczne,1-50
494602,Orbit Group,1001-5000
334598,Kruger,10000--1
639443,Master Concept,51-200
1182913,Avetta,201-500
1546820,LIQUID,51-200
961018,FlightHub,51-200
1308560,Birchwood Automotive Group,1001-5000
2380983,Kwang Peng Electrical & Engineering,-1-0
2886981,Ubrand Creative Agency,-1-0
605772,GroupHEALTH Benefit Solutions,201-500
3078103,Engineering Consulting & Solutions,-1-0
1513658,Avalon Innovation,201-500
271042,Compugain,201-500
636075,Deltares,501-1000
3061550,Delvify,-1-0
412007,Equipment Depot,1001-5000
2971624,Evan A. Taylor Law Office,1-50
1262188,Sequretek,201-500
977099,Axsys IT,1-50
249603,Harris & Associates (CA),201-500
360482,RoundPoint Mortgage Servicing,501-1000
1254647,Searchability,1-50
461967,Aimia,201-500
817397,Modern Niagara Group,1001-5000
927594,CA Foscari University of Venice,-1-0
1700942,Olympic Channel Services,51-200
2647711,D3S Rastreamento Veicular,-1-0
2395768,DataLink Software,51-200
662926,Webhelp,10000--1
817431,The Babraham Institute,201-500
916614,National Corporate Housing,201-500
368596,TÜMA?,501-1000
624386,Wingify,201-500
2388011,Pocket Aces,51-200
1149394,vCita,51-200
1618625,solarisBank,201-500
1392800,Maidstone Borough Council,501-1000
3088902,InfinityLabs R&D,51-200
1874023,Chain,1-50
349726,Yapstone,201-500
729949,Highfield Professional Solutions,1-50
386964,Hipermercados Tottus,501-1000
1331370,Smart Pension,201-500
1259194,Unison Computer Systems,5001-10000
253343,Aclara,501-1000
230977,Beijaflore,1001-5000
2191684,Anchor Point,1-50
1906635,Transfame,51-200
932181,ABUS,501-1000
193163,Brad Francis,1-50
1600910,Placement Leadership,1-50
256728,Integro Technologies Pte,51-200
701534,Junglee Games,201-500
2159069,Uptime Services,1-50
1723,Office Depot,10000--1
298072,Enova,1001-5000
1409862,Sharingbox,51-200
666196,Allegacy Federal Credit Union,201-500
2881951,Bureau Veritas Laboratories,-1-0
1331555,A Team,1-50
2261812,Bit4id,51-200
1314239,Groupe Estia,51-200
2866653,Intermate Media,-1-0
993047,MitchelLake Group,1-50
1022683,Plative,51-200
2095105,Fluidic Analytics,1-50
400081,Devis,51-200
1930768,Thinxtra,1-50
657901,City of Stirling Western Australia,501-1000
350747,Crédit du Nord,5001-10000
2041933,EasyRewardz,51-200
477556,Cofidis,51-200
5855,Singapore Press,1001-5000
1910602,Indoprima,51-200
776606,European Network of Transmission System Operators for Electricity,1-50
2510385,PIXELIXIR,1-50
2817421,International Harvesters Institute (IHI),-1-0
897715,Drury Industries,1-50
296599,British Gas,10000--1
987558,Sator Holding,1001-5000
2909265,ISDM,-1-0
2727431,Recreo,-1-0
1957270,itvedant,1-50
2871321,Flamco Group,-1-0
1064948,Vaudoise Assurances,1001-5000
3073975,Bank Atlantic,1-50
421296,Becker Professional Education,1001-5000
522241,Kredent,1-50
2397990,GFG Alliance,5001-10000
1306133,EITCO,51-200
2247729,BroadForward,1-50
2897758,TECHBOLD TECHNOLOGY GROUP,-1-0
1427982,Viapath,1001-5000
2533970,La Crème,-1-0
2881305,FMC Feindt Management Consulting,-1-0
1428229,iText,51-200
1054150,Culture Trip,201-500
948066,Simco-Ion,201-500
2127467,Simpl,51-200
871395,ComAp,201-500
2876442,PLAY_GRND,1-50
1142944,Simpluris,1-50
142320,Van Oord,1001-5000
2036526,MFG Labs,1-50
420457,Blueocean Market Intelligence,201-500
1191331,Koch,51-200
2972632,Signet Properties,-1-0
2101902,Believe Resourcing,1-50
2984554,Süd-West-Kreditbank Finanzierung,-1-0
720651,Broadway National,51-200
683191,Excellence Delivered,1-50
1190456,Workplace Safety North,51-200
1994240,Klondike Contracting,1-50
215798,Dundas Data Visualization,51-200
1113054,Corporate Business Solutions Unternehmensberatung,201-500
1294705,Core Atlantic,1-50
1303726,Programic Asia,1-50
987475,Kuijpers,501-1000
908931,Emerald Technology Recruitment,1-50
1500277,Yogin Technologies,1-50
299900,VIA,51-200
316477,BioLegend,501-1000
348767,Sunrise Communications (Switzerland),1001-5000
954923,JustPark,51-200
3079637,OASI LAVORO,-1-0
848298,Eyeo,1-50
1083163,Mars Telecommunications,1-50
2867840,Körber Logistics Systems,-1-0
2562664,Ownrox,1-50
2451393,Gain Miles,1-50
1402499,Modsy,51-200
2737388,Silicon,-1-0
1682798,Astronaut Technologies,1-50
1134476,OpenHealth Company,1-50
1390366,Prestar Resources,51-200
2897655,Verican,-1-0
284223,Embraco North America,-1-0
1882558,Trainee.nl,51-200
653305,Phoenix Stores,51-200
787245,Nativo,51-200
236898,A.M. Best,501-1000
2855777,itenium,-1-0
2421460,Coco Group Bali,1001-5000
2581280,Fintep,1-50
2888964,A-Tono,-1-0
9607,MFS,1001-5000
1059249,Selescope,1-50
865708,Boldly,51-200
39568,BCR,5001-10000
1460912,Girling Jones,1-50
2416441,Theta Lake,1-50
1014551,LeadSquared,201-500
1715307,Diva International,1-50
1574953,Calamatta Cuschieri,51-200
42692,Mondi Group,10000--1
845762,Carrefour Banque,501-1000
2877588,ELEKTRO-PLAST,-1-0
1169476,Supply Chain Wizard,1-50
620600,Gambling Commission,201-500
668727,Informatica Qatar,51-200
697360,Alokozay,201-500
940741,Vegayan,51-200
2315510,Bontouch,51-200
1769921,Espressive,1-50
1888847,"Coretech, a WPP Company",201-500
2064074,Rubius Therapeutics,201-500
40903,EVS Broadcast Equipment,201-500
476624,Radiometer,1001-5000
1111058,Actori,1-50
1141398,Wilkens c.s.,1-50
1724041,ScreenCloud,51-200
992489,Recruit Action,1-50
669828,Grayce,201-500
1102454,Interana,51-200
1073243,Future Engineering Recruitment,1-50
1076257,Vonq,51-200
1493579,Kreatif Media Karya,501-1000
866788,Skymet Weather Services,201-500
1167907,Saudi Lebanese Tarouk Contracting,1001-5000
486178,SDSD,1-50
2416507,Engage Digital Partners,51-200
756421,Fernbach,51-200
1553189,La Javaness,1-50
2204277,Cleo (United Kingdom),1-50
2053420,Ingager,51-200
484164,Translated,51-200
1039781,V7 Software Group,1-50
3021045,Aiconic,1-50
2914689,IrishDev.com,-1-0
3057689,CESOP COMMUNICATION,-1-0
658341,Clarke Energy,201-500
1176794,Trascent Management Consulting,1-50
375213,CELAD,201-500
3599,JoS. A. Bank,5001-10000
122475,PFH Technology Group,51-200
701678,Sprout Social,201-500
683,United Airlines,10000--1
1336395,Intracto Digital Agency,201-500
332879,Curtin University,1001-5000
1346805,Datavalue Consulting,51-200
1307564,genae,1-50
158756,Universität Ulm,1001-5000
1201815,Naya Jobs,-1-0
247927,Indegene,1001-5000
839880,Claremont Consulting,1-50
2350500,COLO,-1-0
1150802,HG Insights,51-200
2862304,MILES Mobility,-1-0
394125,DNR Process Solutions,1-50
1135224,Qos Energy,1-50
565048,Teamie,1-50
3053063,Ally,1-50
385363,Itera,201-500
1904858,Sampoerna Strategic,501-1000
546719,Menarini,201-500
258619,SADA Systems,51-200
1981587,Jawda Engineering Consultants,51-200
699364,Ronin Staffing,1-50
1918028,Shopmatic,51-200
39922,Barracuda Networks,1001-5000
1353493,CHELA+,51-200
431938,KFSHRC,5001-10000
3071807,ICP-Gulf,-1-0
683893,Vale,10000--1
1311143,MACCS International,-1-0
2886342,hr consulting werren,-1-0
858833,Dynamic Yield,201-500
933921,Freudenberg Sealing Technologies,10000--1
14859,E6,1001-5000
456145,Baumer,1-50
267510,Nespresso,10000--1
803166,Almo,501-1000
925464,DreamOrbit Softech,201-500
35040,MindBox,51-200
1910198,Netquest (Spain),1-50
1377897,Cass Parking Equipments Factory,1-50
3072148,Honda Motor Europe Logistics,-1-0
343445,Jones|Carter,501-1000
1002994,Provincie Noord Holland,1001-5000
1563597,Fidel API,1-50
2926602,Kontoor Brands,10000--1
2897594,HotelMap.,-1-0
2519619,Geek +,-1-0
1594574,Guesty,51-200
1411226,Lim Hoo Seng Construction,51-200
2924080,iKhokha,-1-0
21367,NEORIS,1001-5000
295950,Food Safety Net Services,501-1000
1181949,Crehana,1-50
1006711,Transit App,1-50
2386288,TBO Holidays,201-500
3853,Columbia Sportswear,5001-10000
2237298,EcoRenew Group,1001-5000
1375746,Cocoaland,201-500
402768,deVere Group,1001-5000
1900833,Lendi,201-500
319102,Megaworld,501-1000
8904,Unicharm,10000--1
2449002,TRIO (CO),51-200
677018,Cloud11,1-50
1474137,Samcrete,1001-5000
3085444,Alpin,-1-0
218991,First American Payment Systems,1001-5000
2383936,Revenue Edge,1-50
2468850,DLE M&E,-1-0
2041328,Hira Industries,1001-5000
1498414,TechAvidus,1-50
541764,Devbatch,1-50
729456,Langton Howarth,1-50
256918,PNI Digital Media,201-500
664,Timken,10000--1
2605835,Bmarkets,1-50
1385223,SCOOP Software,51-200
35347,City Furniture,1001-5000
2915,New York Life,10000--1
454019,Minted,201-500
533516,Finger Food Advanced Technology Group,51-200
2755914,Bell Helicopter,-1-0
2874948,TechX Global,1-50
630718,CESVI,501-1000
2063663,CENOVA,51-200
453282,Okaidi,1001-5000
378151,SAFE,1-50
2882065,Schrijvers Technische Installaties,-1-0
754008,Visual Lease,51-200
2319688,MAS Group,51-200
3054985,Benson & Winch,1-50
4751,Anika Therapeutics,51-200
417678,Paesano's Italian Restaurant & Pizza,51-200
917030,Concept Resourcing,51-200
1329764,Codasip,51-200
1083871,Médiane Système,501-1000
264894,Milestone,201-500
2590725,unlck,1-50
1622564,Quality Council of India,51-200
634369,Code42,201-500
476642,Artec Group,51-200
482541,Abode Services,201-500
801320,Fresh Consulting,201-500
484820,360HR,1-50
2854401,GreenTomatoMedia,1-50
716268,Green Scan Systems,1-50
827035,i2t2,1-50
1686649,Fergus,1-50
2998508,Healthmed Technologies,1-50
402100,Nitro,201-500
529904,UBL Fund Managers,-1-0
2972864,Nutrino,1-50
3050300,CRED,201-500
1638648,EYEXPO,1-50
331310,PRT,201-500
2663762,Os Guardiões Segurança,-1-0
446389,Orion Edutech,501-1000
3005284,MCPAWS,1-50
394859,Host Analytics,201-500
469547,Eastspring Investments,1001-5000
823882,seoClarity,1-50
1563034,Arth Design Build,51-200
19453,Fiducial,10000--1
981393,Fidor Bank,51-200
1064236,M+R Spedag Group,-1-0
2877325,Empower4Talent,-1-0
312125,quTIP,1-50
2453194,JTSoft Company,-1-0
1742815,Hombrechtikon Systems Engineering,51-200
999654,Arrow Global,51-200
943277,T. D. Farrell Construction,51-200
2608392,Anankei,-1-0
2595824,Izyfree,1-50
415472,Minster Law,201-500
2012160,TrafficPoint,1-50
39716,PENNY,10000--1
3084010,TripElephant,1-50
1017156,KK Wind Solutions,501-1000
468559,Maven Marketing Solutions,1-50
1792366,Real Time Consultants,1-50
1418760,ForeFront Packaging,1-50
2863104,Fineco,1-50
1786564,Dolmen Engineering,1-50
309604,ISAC,1-50
2468183,RMX Global Logistics,51-200
313756,African Bank,5001-10000
512659,Husys Consulting,51-200
2921955,OkCredit,-1-0
2578792,Plus One Robotics,1-50
1752443,IT Hiring Solutions,1-50
2817066,Red Point,-1-0
2539587,yonyou Group,10000--1
692290,A1 Imports,1-50
1311034,Temco,1-50
1785939,Aqua Security Software,51-200
1605293,Superflux International,201-500
999222,MSI Group,201-500
3082911,Pontaltech,-1-0
1000340,Selectum,51-200
2597375,Netizens (PL),-1-0
1813271,Accerta,1-50
1315335,GEBIT Solutions,51-200
2498944,Beta Guedes Cummins,1-50
316108,Altus Group,1001-5000
1637917,Echelon Group,1-50
1540604,Microdynamic Software,1-50
1525595,AXODYN,51-200
352706,PeopleNTech,1-50
243053,Bravura Solutions,1001-5000
2461172,YorTeam,1-50
2451316,Grand House Construction,-1-0
1643663,LumenAd,1-50
1260891,groupe holder chateau blanc,-1-0
35771,Eden Brown,51-200
1736141,Mambo (Peru),51-200
614219,Stad Antwerpen,5001-10000
661424,Danske Commodities,201-500
1783696,p3 Hotels,1-50
489643,Tecmo Koei Singapore,1-50
3011141,Cortopia Studios,1-50
35581,Allianz Insurance,1001-5000
558198,Altitude Recruiting,1-50
2362558,DaoAI Robotics,-1-0
352842,BiP Solutions,51-200
201095,City of Edmonton,5001-10000
2884758,LOVATO Electric,-1-0
2157944,Gold Recruitment Services,1-50
1188326,EDITEL Austria,-1-0
2210104,Ypsilon.Net,51-200
2904236,Perception Park,-1-0
263988,DP Technology Corp.,201-500
826312,Breather,201-500
876030,Evi Technologies,1-50
1115821,Holisticon,1-50
2115003,Bonaverde,1-50
654442,Vista Entertainment Solutions,201-500
3055316,Brabant Match Personeelsdiensten,-1-0
1169063,Lucidea,1-50
2190299,VisoTech,51-200
116266,EVRAZ North America,1001-5000
1965292,Nedcon Maritime Manpower Supply,1-50
2048913,Ateliers d'Art de France,1-50
2913124,AudienceRun,1-50
1135230,QUADRA-e,1-50
2879466,Buzzmycoupon,-1-0
389999,SNI Companies,201-500
1065442,Lamifil,-1-0
1443870,General International,51-200
2007449,PIA Automation,1001-5000
335595,JB Management,201-500
10887,Close Brothers,1001-5000
1307440,queo,51-200
935045,Carl Kühne,1001-5000
2945481,EZ-base,-1-0
1500959,Papercut,1-50
968647,BigPanda,51-200
37764,Arkema,10000--1
1466064,Mattermost,51-200
2949996,DEMV Systems,-1-0
1931651,LenddoEFL,51-200
445534,Pracsi,51-200
2679646,DNA Hunter,-1-0
395543,OSTC,201-500
1002915,JT Weston,1-50
637178,Kingfisher Systems,51-200
1602789,NextWave Ventures,1-50
230036,Vétoquinol,1001-5000
8629,Westinghouse,5001-10000
